"Sample","Model","Bin","N_draws","Bin_Midpoint","Density","Outcome","Weighted","Note"
"Full Sample","With Controls","[-0.208,-0.194]",3,-0.20341,241.56603,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(-0.194,-0.181]",3,-0.188336,249.196365,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(-0.181,-0.167]",10,-0.172539,900.084953,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(-0.167,-0.154]",11,-0.159362,1069.974359,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(-0.154,-0.14]",16,-0.147783,1273.021356,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(-0.14,-0.126]",20,-0.133752,1536.937006,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(-0.126,-0.113]",21,-0.1192,1713.837294,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(-0.113,-0.0994]",53,-0.106531,4006.555898,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(-0.0994,-0.0859]",70,-0.091999,5216.614882,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(-0.0859,-0.0723]",108,-0.078463,8020.744918,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(-0.0723,-0.0588]",165,-0.06523,12255.983941,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(-0.0588,-0.0452]",195,-0.052051,14575.856142,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(-0.0452,-0.0317]",237,-0.038082,17771.44716,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(-0.0317,-0.0182]",350,-0.024671,25931.300852,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(-0.0182,-0.00461]",487,-0.011079,36146.156521,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(-0.00461,0.00893]",659,0.002426,48905.761119,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(0.00893,0.0225]",954,0.01608,70455.563494,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(0.0225,0.036]",1200,0.029751,88842.192882,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(0.036,0.0496]",1403,0.042623,103668.221508,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(0.0496,0.0631]",1439,0.055967,106501.25936,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(0.0631,0.0766]",1093,0.069443,80908.166028,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(0.0766,0.0902]",728,0.082868,54104.681733,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(0.0902,0.104]",374,0.096217,27816.276461,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(0.104,0.117]",206,0.109415,15292.506806,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(0.117,0.131]",102,0.1228,7608.989251,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(0.131,0.144]",50,0.1371,3827.124836,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(0.144,0.158]",23,0.150744,1913.049441,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(0.158,0.171]",10,0.165038,1065.577951,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(0.171,0.185]",7,0.176974,736.692993,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","With Controls","(0.185,0.199]",3,0.194656,261.578241,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","[-0.281,-0.264]",1,-0.280886,Inf,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(-0.247,-0.231]",1,-0.244782,Inf,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(-0.231,-0.214]",1,-0.220274,Inf,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(-0.214,-0.197]",5,-0.206579,346.437806,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(-0.197,-0.18]",7,-0.190566,494.287762,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(-0.18,-0.163]",14,-0.169146,1245.748149,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(-0.163,-0.147]",16,-0.153543,1219.238653,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(-0.147,-0.13]",31,-0.13732,2019.221142,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(-0.13,-0.113]",53,-0.1203,3358.312545,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(-0.113,-0.0962]",77,-0.10526,4747.619311,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(-0.0962,-0.0794]",140,-0.08722,8389.23435,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(-0.0794,-0.0626]",189,-0.070334,11351.102595,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(-0.0626,-0.0459]",306,-0.053645,18316.854848,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(-0.0459,-0.0291]",418,-0.037142,25082.562377,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(-0.0291,-0.0123]",578,-0.020431,34880.534738,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(-0.0123,0.00451]",764,-0.003637,45544.629015,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(0.00451,0.0213]",1069,0.013476,63798.601044,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(0.0213,0.0381]",1382,0.030022,82453.74204,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(0.0381,0.0549]",1626,0.046377,96931.027721,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(0.0549,0.0717]",1483,0.063099,88387.118706,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(0.0717,0.0885]",997,0.07895,59513.433229,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(0.0885,0.105]",506,0.095558,30290.921911,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(0.105,0.122]",190,0.112507,11450.750461,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(0.122,0.139]",89,0.128906,5416.671868,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(0.139,0.156]",34,0.145928,2098.30805,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(0.156,0.172]",12,0.16238,811.257636,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(0.172,0.189]",8,0.179407,611.585705,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Full Sample","Without Controls","(0.206,0.223]",3,0.213765,218.058396,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","[-0.334,-0.313]",2,-0.332136,879.9527,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(-0.313,-0.293]",1,-0.299492,Inf,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(-0.293,-0.272]",1,-0.288467,Inf,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(-0.272,-0.252]",4,-0.261369,437.464408,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(-0.252,-0.232]",6,-0.241725,423.401287,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(-0.232,-0.211]",12,-0.22108,701.093565,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(-0.211,-0.191]",12,-0.199821,686.700022,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(-0.191,-0.171]",31,-0.178904,1644.383485,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(-0.171,-0.15]",41,-0.158403,2041.450083,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(-0.15,-0.13]",94,-0.139471,4690.04467,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(-0.13,-0.11]",133,-0.119076,6632.703446,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(-0.11,-0.0894]",184,-0.098983,9170.651817,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(-0.0894,-0.0691]",355,-0.078148,17527.673536,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(-0.0691,-0.0488]",557,-0.058773,27523.274255,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(-0.0488,-0.0284]",907,-0.038074,44754.182293,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(-0.0284,-0.00812]",1231,-0.017473,60805.936109,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(-0.00812,0.0122]",1557,0.002372,76701.815257,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(0.0122,0.0325]",1592,0.022322,78506.105227,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(0.0325,0.0528]",1353,0.042435,66619.999381,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(0.0528,0.0732]",954,0.062369,47013.122879,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(0.0732,0.0935]",572,0.082357,28210.824029,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(0.0935,0.114]",254,0.102373,12743.832874,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(0.114,0.134]",89,0.122813,4515.865572,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(0.134,0.154]",30,0.142753,1535.771576,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(0.154,0.175]",17,0.163758,872.988489,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(0.175,0.195]",10,0.181647,639.935463,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","With Controls","(0.256,0.277]",1,0.276391,Inf,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","[-0.287,-0.266]",1,-0.286441,Inf,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(-0.225,-0.205]",5,-0.218936,419.76377,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(-0.205,-0.184]",9,-0.196,756.237383,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(-0.184,-0.164]",26,-0.172748,1355.543665,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(-0.164,-0.144]",59,-0.151389,3006.440128,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(-0.144,-0.123]",113,-0.131922,5618.790556,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(-0.123,-0.103]",190,-0.111739,9471.877479,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(-0.103,-0.0823]",336,-0.090971,16716.809465,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(-0.0823,-0.0619]",599,-0.07127,29400.773911,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(-0.0619,-0.0414]",841,-0.05103,41311.434803,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(-0.0414,-0.021]",1284,-0.030816,63170.97784,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(-0.021,-0.000616]",1414,-0.010817,69347.95811,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(-0.000616,0.0198]",1467,0.009214,71921.625232,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(0.0198,0.0402]",1243,0.029622,60929.495042,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(0.0402,0.0606]",996,0.049924,48943.373264,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(0.0606,0.081]",599,0.07016,29416.292429,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(0.081,0.101]",377,0.089707,18502.254573,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(0.101,0.122]",207,0.11154,10376.738368,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(0.122,0.142]",135,0.130514,6627.638969,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(0.142,0.163]",54,0.150838,2762.545816,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(0.163,0.183]",22,0.173389,1392.494528,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(0.183,0.204]",15,0.192007,801.377593,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(0.204,0.224]",4,0.214451,318.716699,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(0.244,0.265]",3,0.252063,158.243426,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Independents","Without Controls","(0.306,0.327]",1,0.326041,Inf,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Partisans","With Controls","[-0.269,-0.246]",1,-0.268586,Inf,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Partisans","With Controls","(-0.246,-0.224]",2,-0.231294,27436.920907,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Partisans","With Controls","(-0.224,-0.202]",1,-0.20829,Inf,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Partisans","With Controls","(-0.202,-0.18]",1,-0.185335,Inf,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Partisans","With Controls","(-0.18,-0.158]",9,-0.168065,671.211378,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Partisans","With Controls","(-0.158,-0.136]",12,-0.146537,592.091317,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Partisans","With Controls","(-0.136,-0.114]",21,-0.123531,1245.9125,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
"Partisans","With Controls","(-0.114,-0.0917]",34,-0.102014,1644.998314,"Liberal Democratic Norms Index (0-1)","No","Each row is one histogram bin. Bin_Midpoint = mean estimate within the bin. N_draws = count of simulation iterations falling in that bin."
