"Estimate_Conventional","SE_Conventional","PValue_Conventional","Estimate_BiasCorrected","SE_BiasCorrected","PValue_BiasCorrected","Estimate_BC_RobustSE","SE_BC_RobustSE","PValue_BC_RobustSE","N_within_bw","N_left_bw","N_right_bw","N_total_left","N_total_right","Bandwidth","Optimal_Bandwidth_h","Controls","Sample","Check_Type","Placebo_Cutoff","Polynomial_Degree","Outcome","Weighted"
-0.0260977775832724,0.0664182310443186,0.694370493083629,-0.00520711320942069,0.0664182310443186,0.937510784972603,-0.00520711320942069,0.0955492501731952,0.956539484500702,118,76,42,1016,91,1200,1823.66197889298,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0260658234481266,0.0625330463010397,0.676800724868844,-0.0124782802481849,0.0625330463010397,0.841834901127767,-0.0124782802481849,0.0897277312791162,0.889396202398921,136,89,47,1016,91,1363,1823.66197889298,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.026404007485043,0.0594213660200494,0.656788054602408,-0.0204044782851877,0.0594213660200494,0.73130792461007,-0.0204044782851877,0.0849531288051463,0.81018674087277,155,101,54,1016,91,1526,1823.66197889298,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0144365818958097,0.0573514736148155,0.801256567474447,-0.0389405350197526,0.0573514736148155,0.497150186733426,-0.0389405350197526,0.081127227264022,0.631232074037564,172,115,57,1016,91,1689,1823.66197889298,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.00904997791225548,0.0559722674424211,0.87155248434646,-0.0408996171748199,0.0559722674424211,0.464954978552057,-0.0408996171748199,0.078083310647439,0.600421403363708,184,123,61,1016,91,1852,1823.66197889298,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.00678713134824493,0.0546547568155199,0.901171255864118,-0.0364553104495743,0.0546547568155199,0.504765265496951,-0.0364553104495743,0.0749246360427942,0.626570369449575,195,129,66,1016,91,2016,1823.66197889298,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.00542959014101896,0.0534630367977839,0.919107651042637,-0.0312894609840729,0.0534630367977839,0.558376879252475,-0.0312894609840729,0.0725392775316413,0.666217471459687,203,133,70,1016,91,2179,1823.66197889298,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.00580240929292009,0.0520989592501315,0.911320692934434,-0.0228118036014823,0.0520989592501315,0.661491206117627,-0.0228118036014823,0.0698387771509872,0.74394380968111,220,147,73,1016,91,2342,1823.66197889298,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0103760332608539,0.0505920910022663,0.837500244607569,-0.0103378403480803,0.0505920910022663,0.838090092438882,-0.0103378403480803,0.0675357529342102,0.87834140794168,238,155,83,1016,91,2505,1823.66197889298,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0152254451160163,0.0491301442529506,0.756636795203261,-0.00313985489706736,0.0491301442529506,0.949042742562417,-0.00313985489706736,0.0659607160471558,0.962033523954997,250,165,85,1016,91,2668,1823.66197889298,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0190834423875973,0.0480408600564926,0.691195228454321,0.000753057105533417,0.0480408600564926,0.987493395589855,0.000753057105533417,0.0649397376367233,0.990747742543378,260,171,89,1016,91,2831,1823.66197889298,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
-0.0221000867068828,0.0470949987684191,0.638879438657618,0.00218457763161084,0.0470949987684191,0.963002103776204,0.00218457763161084,0.0640116191346304,0.972775216577936,267,176,91,1016,91,2995,1823.66197889298,"Without Controls","Independents","Bandwidth Sensitivity",NA,NA,"Liberal Democratic Norms Index (0-1 factor score of 7 ANES items; higher = stronger liberal norm support)","No"
